V1	I(D1)
-3.800000000000000e+01	-1.377768e-06
-3.790000000000000e+01	-1.377768e-06
-3.780000000000000e+01	-1.377768e-06
-3.770000000000000e+01	-1.377768e-06
-3.759999999999999e+01	-1.377768e-06
-3.750000000000000e+01	-1.377767e-06
-3.740000000000000e+01	-1.377767e-06
-3.730000000000000e+01	-1.377767e-06
-3.720000000000000e+01	-1.377767e-06
-3.709999999999999e+01	-1.377767e-06
-3.700000000000000e+01	-1.377767e-06
-3.690000000000000e+01	-1.377767e-06
-3.680000000000000e+01	-1.377767e-06
-3.670000000000000e+01	-1.377767e-06
-3.659999999999999e+01	-1.377767e-06
-3.650000000000000e+01	-1.377766e-06
-3.640000000000000e+01	-1.377766e-06
-3.630000000000000e+01	-1.377766e-06
-3.620000000000000e+01	-1.377766e-06
-3.609999999999999e+01	-1.377766e-06
-3.600000000000000e+01	-1.377766e-06
-3.590000000000000e+01	-1.377766e-06
-3.580000000000000e+01	-1.377766e-06
-3.570000000000000e+01	-1.377766e-06
-3.559999999999999e+01	-1.377766e-06
-3.550000000000000e+01	-1.377765e-06
-3.540000000000000e+01	-1.377765e-06
-3.530000000000000e+01	-1.377765e-06
-3.520000000000000e+01	-1.377765e-06
-3.509999999999999e+01	-1.377765e-06
-3.500000000000000e+01	-1.377765e-06
-3.490000000000000e+01	-1.377765e-06
-3.480000000000000e+01	-1.377765e-06
-3.470000000000000e+01	-1.377765e-06
-3.459999999999999e+01	-1.377765e-06
-3.450000000000000e+01	-1.377765e-06
-3.440000000000000e+01	-1.377764e-06
-3.430000000000000e+01	-1.377764e-06
-3.420000000000000e+01	-1.377764e-06
-3.409999999999999e+01	-1.377764e-06
-3.400000000000000e+01	-1.377764e-06
-3.390000000000000e+01	-1.377764e-06
-3.380000000000000e+01	-1.377764e-06
-3.370000000000000e+01	-1.377764e-06
-3.359999999999999e+01	-1.377764e-06
-3.350000000000000e+01	-1.377764e-06
-3.340000000000000e+01	-1.377763e-06
-3.330000000000000e+01	-1.377763e-06
-3.320000000000000e+01	-1.377763e-06
-3.309999999999999e+01	-1.377763e-06
-3.300000000000000e+01	-1.377763e-06
-3.290000000000000e+01	-1.377763e-06
-3.280000000000000e+01	-1.377763e-06
-3.270000000000000e+01	-1.377763e-06
-3.259999999999999e+01	-1.377763e-06
-3.250000000000000e+01	-1.377762e-06
-3.240000000000000e+01	-1.377762e-06
-3.230000000000000e+01	-1.377762e-06
-3.220000000000000e+01	-1.377762e-06
-3.209999999999999e+01	-1.377762e-06
-3.200000000000000e+01	-1.377762e-06
-3.190000000000000e+01	-1.377762e-06
-3.180000000000000e+01	-1.377762e-06
-3.170000000000000e+01	-1.377762e-06
-3.160000000000000e+01	-1.377762e-06
-3.150000000000000e+01	-1.377761e-06
-3.140000000000000e+01	-1.377761e-06
-3.130000000000000e+01	-1.377761e-06
-3.120000000000000e+01	-1.377761e-06
-3.110000000000000e+01	-1.377761e-06
-3.100000000000000e+01	-1.377761e-06
-3.090000000000000e+01	-1.377761e-06
-3.080000000000000e+01	-1.377761e-06
-3.070000000000000e+01	-1.377761e-06
-3.060000000000000e+01	-1.377761e-06
-3.050000000000000e+01	-1.377761e-06
-3.040000000000000e+01	-1.377760e-06
-3.030000000000000e+01	-1.377760e-06
-3.020000000000000e+01	-1.377760e-06
-3.010000000000000e+01	-1.377760e-06
-3.000000000000000e+01	-1.377760e-06
-2.990000000000000e+01	-1.377760e-06
-2.980000000000000e+01	-1.377760e-06
-2.970000000000000e+01	-1.377760e-06
-2.960000000000000e+01	-1.377760e-06
-2.950000000000000e+01	-1.377760e-06
-2.940000000000000e+01	-1.377759e-06
-2.930000000000000e+01	-1.377759e-06
-2.920000000000000e+01	-1.377759e-06
-2.910000000000000e+01	-1.377759e-06
-2.900000000000000e+01	-1.377759e-06
-2.890000000000000e+01	-1.377759e-06
-2.880000000000000e+01	-1.377759e-06
-2.870000000000000e+01	-1.377759e-06
-2.860000000000000e+01	-1.377759e-06
-2.850000000000000e+01	-1.377759e-06
-2.840000000000000e+01	-1.377758e-06
-2.830000000000000e+01	-1.377758e-06
-2.820000000000000e+01	-1.377758e-06
-2.810000000000000e+01	-1.377758e-06
-2.800000000000000e+01	-1.377758e-06
-2.790000000000000e+01	-1.377758e-06
-2.780000000000000e+01	-1.377758e-06
-2.770000000000000e+01	-1.377758e-06
-2.760000000000000e+01	-1.377758e-06
-2.750000000000000e+01	-1.377757e-06
-2.740000000000000e+01	-1.377757e-06
-2.730000000000000e+01	-1.377757e-06
-2.720000000000000e+01	-1.377757e-06
-2.710000000000000e+01	-1.377757e-06
-2.700000000000000e+01	-1.377757e-06
-2.690000000000000e+01	-1.377757e-06
-2.680000000000000e+01	-1.377757e-06
-2.670000000000000e+01	-1.377757e-06
-2.660000000000000e+01	-1.377757e-06
-2.650000000000000e+01	-1.377756e-06
-2.640000000000000e+01	-1.377756e-06
-2.630000000000000e+01	-1.377756e-06
-2.620000000000000e+01	-1.377756e-06
-2.610000000000000e+01	-1.377756e-06
-2.600000000000000e+01	-1.377756e-06
-2.590000000000000e+01	-1.377756e-06
-2.580000000000000e+01	-1.377756e-06
-2.570000000000000e+01	-1.377756e-06
-2.560000000000000e+01	-1.377756e-06
-2.550000000000000e+01	-1.377756e-06
-2.540000000000000e+01	-1.377755e-06
-2.530000000000000e+01	-1.377755e-06
-2.520000000000000e+01	-1.377755e-06
-2.510000000000000e+01	-1.377755e-06
-2.500000000000000e+01	-1.377755e-06
-2.490000000000000e+01	-1.377755e-06
-2.480000000000000e+01	-1.377755e-06
-2.470000000000000e+01	-1.377755e-06
-2.460000000000000e+01	-1.377755e-06
-2.450000000000000e+01	-1.377755e-06
-2.440000000000000e+01	-1.377754e-06
-2.430000000000000e+01	-1.377754e-06
-2.420000000000000e+01	-1.377754e-06
-2.410000000000000e+01	-1.377754e-06
-2.400000000000000e+01	-1.377754e-06
-2.390000000000000e+01	-1.377754e-06
-2.380000000000000e+01	-1.377754e-06
-2.370000000000000e+01	-1.377754e-06
-2.360000000000000e+01	-1.377754e-06
-2.350000000000000e+01	-1.377754e-06
-2.340000000000000e+01	-1.377753e-06
-2.330000000000000e+01	-1.377753e-06
-2.320000000000000e+01	-1.377753e-06
-2.310000000000000e+01	-1.377753e-06
-2.300000000000000e+01	-1.377753e-06
-2.290000000000000e+01	-1.377753e-06
-2.280000000000000e+01	-1.377753e-06
-2.270000000000000e+01	-1.377753e-06
-2.260000000000000e+01	-1.377753e-06
-2.250000000000000e+01	-1.377752e-06
-2.240000000000000e+01	-1.377752e-06
-2.230000000000000e+01	-1.377752e-06
-2.220000000000000e+01	-1.377752e-06
-2.210000000000000e+01	-1.377752e-06
-2.200000000000000e+01	-1.377752e-06
-2.190000000000000e+01	-1.377752e-06
-2.180000000000000e+01	-1.377752e-06
-2.170000000000000e+01	-1.377752e-06
-2.159999999999999e+01	-1.377752e-06
-2.150000000000000e+01	-1.377751e-06
-2.140000000000000e+01	-1.377751e-06
-2.130000000000000e+01	-1.377751e-06
-2.120000000000000e+01	-1.377751e-06
-2.109999999999999e+01	-1.377751e-06
-2.100000000000000e+01	-1.377751e-06
-2.090000000000000e+01	-1.377751e-06
-2.080000000000000e+01	-1.377751e-06
-2.070000000000000e+01	-1.377751e-06
-2.059999999999999e+01	-1.377751e-06
-2.050000000000000e+01	-1.377751e-06
-2.040000000000000e+01	-1.377750e-06
-2.030000000000000e+01	-1.377750e-06
-2.020000000000000e+01	-1.377750e-06
-2.009999999999999e+01	-1.377750e-06
-2.000000000000000e+01	-1.377750e-06
-1.990000000000000e+01	-1.377750e-06
-1.980000000000000e+01	-1.377750e-06
-1.970000000000000e+01	-1.377750e-06
-1.959999999999999e+01	-1.377750e-06
-1.950000000000000e+01	-1.377750e-06
-1.940000000000000e+01	-1.377749e-06
-1.930000000000000e+01	-1.377749e-06
-1.920000000000000e+01	-1.377749e-06
-1.909999999999999e+01	-1.377749e-06
-1.900000000000000e+01	-1.377749e-06
-1.890000000000000e+01	-1.377749e-06
-1.880000000000000e+01	-1.377749e-06
-1.870000000000000e+01	-1.377749e-06
-1.859999999999999e+01	-1.377749e-06
-1.850000000000000e+01	-1.377749e-06
-1.840000000000000e+01	-1.377748e-06
-1.830000000000000e+01	-1.377748e-06
-1.820000000000000e+01	-1.377748e-06
-1.809999999999999e+01	-1.377748e-06
-1.800000000000000e+01	-1.377748e-06
-1.790000000000000e+01	-1.377748e-06
-1.780000000000000e+01	-1.377748e-06
-1.770000000000000e+01	-1.377748e-06
-1.759999999999999e+01	-1.377748e-06
-1.750000000000000e+01	-1.377747e-06
-1.740000000000000e+01	-1.377747e-06
-1.730000000000000e+01	-1.377747e-06
-1.720000000000000e+01	-1.377747e-06
-1.709999999999999e+01	-1.377747e-06
-1.700000000000000e+01	-1.377747e-06
-1.690000000000000e+01	-1.377747e-06
-1.680000000000000e+01	-1.377747e-06
-1.670000000000000e+01	-1.377747e-06
-1.659999999999999e+01	-1.377747e-06
-1.650000000000000e+01	-1.377746e-06
-1.640000000000000e+01	-1.377746e-06
-1.630000000000000e+01	-1.377746e-06
-1.620000000000000e+01	-1.377746e-06
-1.609999999999999e+01	-1.377746e-06
-1.600000000000000e+01	-1.377746e-06
-1.590000000000000e+01	-1.377746e-06
-1.580000000000000e+01	-1.377746e-06
-1.570000000000000e+01	-1.377746e-06
-1.559999999999999e+01	-1.377746e-06
-1.550000000000000e+01	-1.377746e-06
-1.540000000000000e+01	-1.377745e-06
-1.530000000000000e+01	-1.377745e-06
-1.520000000000000e+01	-1.377745e-06
-1.509999999999999e+01	-1.377745e-06
-1.500000000000000e+01	-1.377745e-06
-1.490000000000000e+01	-1.377745e-06
-1.480000000000000e+01	-1.377745e-06
-1.470000000000000e+01	-1.377745e-06
-1.459999999999999e+01	-1.377745e-06
-1.450000000000000e+01	-1.377745e-06
-1.440000000000000e+01	-1.377744e-06
-1.430000000000000e+01	-1.377744e-06
-1.420000000000000e+01	-1.377744e-06
-1.409999999999999e+01	-1.377744e-06
-1.400000000000000e+01	-1.377744e-06
-1.390000000000000e+01	-1.377744e-06
-1.380000000000000e+01	-1.377744e-06
-1.370000000000000e+01	-1.377744e-06
-1.359999999999999e+01	-1.377744e-06
-1.350000000000000e+01	-1.377744e-06
-1.340000000000000e+01	-1.377743e-06
-1.330000000000000e+01	-1.377743e-06
-1.320000000000000e+01	-1.377743e-06
-1.309999999999999e+01	-1.377743e-06
-1.300000000000000e+01	-1.377743e-06
-1.290000000000000e+01	-1.377743e-06
-1.280000000000000e+01	-1.377743e-06
-1.270000000000000e+01	-1.377743e-06
-1.259999999999999e+01	-1.377743e-06
-1.250000000000000e+01	-1.377742e-06
-1.240000000000000e+01	-1.377742e-06
-1.230000000000000e+01	-1.377742e-06
-1.220000000000000e+01	-1.377742e-06
-1.209999999999999e+01	-1.377742e-06
-1.200000000000000e+01	-1.377742e-06
-1.190000000000000e+01	-1.377742e-06
-1.180000000000000e+01	-1.377742e-06
-1.170000000000000e+01	-1.377742e-06
-1.159999999999999e+01	-1.377742e-06
-1.150000000000000e+01	-1.377741e-06
-1.140000000000000e+01	-1.377741e-06
-1.130000000000000e+01	-1.377741e-06
-1.120000000000000e+01	-1.377741e-06
-1.109999999999999e+01	-1.377741e-06
-1.100000000000000e+01	-1.377741e-06
-1.090000000000000e+01	-1.377741e-06
-1.080000000000000e+01	-1.377741e-06
-1.070000000000000e+01	-1.377741e-06
-1.059999999999999e+01	-1.377741e-06
-1.050000000000000e+01	-1.377741e-06
-1.040000000000000e+01	-1.377740e-06
-1.030000000000000e+01	-1.377740e-06
-1.020000000000000e+01	-1.377740e-06
-1.009999999999999e+01	-1.377740e-06
-1.000000000000000e+01	-1.377740e-06
-9.899999999999999e+00	-1.377740e-06
-9.799999999999997e+00	-1.377740e-06
-9.699999999999996e+00	-1.377740e-06
-9.599999999999994e+00	-1.377740e-06
-9.500000000000000e+00	-1.377740e-06
-9.399999999999999e+00	-1.377739e-06
-9.299999999999997e+00	-1.377739e-06
-9.199999999999996e+00	-1.377739e-06
-9.099999999999994e+00	-1.377739e-06
-9.000000000000000e+00	-1.377739e-06
-8.899999999999999e+00	-1.377739e-06
-8.799999999999997e+00	-1.377739e-06
-8.699999999999996e+00	-1.377739e-06
-8.599999999999994e+00	-1.377739e-06
-8.500000000000000e+00	-1.377738e-06
-8.399999999999999e+00	-1.377738e-06
-8.299999999999997e+00	-1.377738e-06
-8.199999999999996e+00	-1.377738e-06
-8.099999999999994e+00	-1.377738e-06
-8.000000000000000e+00	-1.377738e-06
-7.899999999999999e+00	-1.377738e-06
-7.799999999999997e+00	-1.377738e-06
-7.699999999999996e+00	-1.377738e-06
-7.599999999999994e+00	-1.377738e-06
-7.500000000000000e+00	-1.377737e-06
-7.399999999999999e+00	-1.377737e-06
-7.299999999999997e+00	-1.377737e-06
-7.199999999999996e+00	-1.377737e-06
-7.099999999999994e+00	-1.377737e-06
-7.000000000000000e+00	-1.377737e-06
-6.899999999999999e+00	-1.377737e-06
-6.799999999999997e+00	-1.377737e-06
-6.699999999999996e+00	-1.377737e-06
-6.599999999999994e+00	-1.377737e-06
-6.500000000000000e+00	-1.377736e-06
-6.399999999999999e+00	-1.377736e-06
-6.299999999999997e+00	-1.377736e-06
-6.199999999999996e+00	-1.377736e-06
-6.099999999999994e+00	-1.377736e-06
-6.000000000000000e+00	-1.377736e-06
-5.899999999999999e+00	-1.377736e-06
-5.799999999999997e+00	-1.377736e-06
-5.699999999999996e+00	-1.377736e-06
-5.599999999999994e+00	-1.377736e-06
-5.500000000000000e+00	-1.377736e-06
-5.399999999999999e+00	-1.377735e-06
-5.299999999999997e+00	-1.377735e-06
-5.199999999999996e+00	-1.377735e-06
-5.099999999999994e+00	-1.377735e-06
-5.000000000000000e+00	-1.377735e-06
-4.899999999999999e+00	-1.377735e-06
-4.799999999999997e+00	-1.377735e-06
-4.699999999999996e+00	-1.377735e-06
-4.599999999999994e+00	-1.377735e-06
-4.500000000000000e+00	-1.377735e-06
-4.399999999999999e+00	-1.377734e-06
-4.299999999999997e+00	-1.377734e-06
-4.199999999999996e+00	-1.377734e-06
-4.099999999999994e+00	-1.377734e-06
-4.000000000000000e+00	-1.377734e-06
-3.899999999999999e+00	-1.377734e-06
-3.799999999999997e+00	-1.377734e-06
-3.699999999999996e+00	-1.377734e-06
-3.599999999999994e+00	-1.377734e-06
-3.500000000000000e+00	-1.377733e-06
-3.399999999999999e+00	-1.377733e-06
-3.299999999999997e+00	-1.377733e-06
-3.199999999999996e+00	-1.377733e-06
-3.099999999999994e+00	-1.377733e-06
-3.000000000000000e+00	-1.377733e-06
-2.899999999999999e+00	-1.377733e-06
-2.799999999999997e+00	-1.377733e-06
-2.699999999999996e+00	-1.377733e-06
-2.599999999999994e+00	-1.377733e-06
-2.500000000000000e+00	-1.377732e-06
-2.399999999999999e+00	-1.377732e-06
-2.299999999999997e+00	-1.377732e-06
-2.199999999999996e+00	-1.377732e-06
-2.099999999999994e+00	-1.377732e-06
-2.000000000000000e+00	-1.377732e-06
-1.899999999999999e+00	-1.377732e-06
-1.799999999999997e+00	-1.377732e-06
-1.699999999999996e+00	-1.377732e-06
-1.599999999999994e+00	-1.377732e-06
-1.500000000000000e+00	-1.377731e-06
-1.399999999999999e+00	-1.377731e-06
-1.299999999999997e+00	-1.377731e-06
-1.199999999999996e+00	-1.377731e-06
-1.099999999999994e+00	-1.377731e-06
-1.000000000000000e+00	-1.377731e-06
-8.999999999999986e-01	-1.377731e-06
-7.999999999999972e-01	-1.377731e-06
-6.999999999999957e-01	-1.377729e-06
-5.999999999999943e-01	-1.377718e-06
-5.000000000000000e-01	-1.377641e-06
-3.999999999999986e-01	-1.377109e-06
-2.999999999999972e-01	-1.373438e-06
-1.999999999999957e-01	-1.348084e-06
-9.999999999999432e-02	-1.173573e-06
0.000000000000000e+00	0.000000e+00
1.000000000000014e-01	6.899460e-06
2.000000000000028e-01	3.257387e-05
3.000000000000043e-01	8.299015e-05
4.000000000000057e-01	1.495372e-04
5.000000000000000e-01	2.248587e-04
6.000000000000014e-01	3.049248e-04
7.000000000000028e-01	3.884046e-04
8.000000000000043e-01	4.739434e-04
9.000000000000057e-01	5.609208e-04
1.000000000000000e+00	6.489944e-04
1.100000000000001e+00	7.379189e-04
1.200000000000003e+00	8.275192e-04
1.300000000000004e+00	9.176678e-04
1.400000000000006e+00	1.008270e-03
1.500000000000000e+00	1.099253e-03
1.600000000000001e+00	1.190560e-03
1.700000000000003e+00	1.282147e-03
1.800000000000004e+00	1.373976e-03
1.900000000000006e+00	1.466017e-03
2.000000000000000e+00	1.558248e-03
2.100000000000001e+00	1.650645e-03
2.200000000000003e+00	1.743193e-03
2.300000000000004e+00	1.835876e-03
2.400000000000006e+00	1.928682e-03
2.500000000000000e+00	2.021598e-03
2.600000000000001e+00	2.114617e-03
2.700000000000003e+00	2.207728e-03
2.800000000000004e+00	2.300926e-03
2.900000000000006e+00	2.394202e-03
3.000000000000000e+00	2.487552e-03
3.100000000000001e+00	2.580970e-03
3.200000000000003e+00	2.674451e-03
3.300000000000004e+00	2.767991e-03
3.400000000000006e+00	2.861587e-03
3.500000000000000e+00	2.955234e-03
3.600000000000001e+00	3.048930e-03
3.700000000000003e+00	3.142672e-03
3.800000000000004e+00	3.236457e-03
3.900000000000006e+00	3.330283e-03
4.000000000000000e+00	3.424147e-03
4.100000000000009e+00	3.518048e-03
4.200000000000003e+00	3.611983e-03
4.299999999999997e+00	3.705952e-03
4.400000000000006e+00	3.799951e-03
4.500000000000000e+00	3.893980e-03
4.600000000000009e+00	3.988038e-03
4.700000000000003e+00	4.082123e-03
4.799999999999997e+00	4.176233e-03
4.900000000000006e+00	4.270369e-03
5.000000000000000e+00	4.364527e-03
5.100000000000009e+00	4.458709e-03
5.200000000000003e+00	4.552912e-03
5.299999999999997e+00	4.647137e-03
5.400000000000006e+00	4.741381e-03
5.500000000000000e+00	4.835644e-03
5.600000000000009e+00	4.929926e-03
5.700000000000003e+00	5.024226e-03
5.799999999999997e+00	5.118543e-03
5.900000000000006e+00	5.212877e-03
6.000000000000000e+00	5.307226e-03
6.100000000000009e+00	5.401591e-03
6.200000000000003e+00	5.495972e-03
6.299999999999997e+00	5.590366e-03
6.400000000000006e+00	5.684774e-03
6.500000000000000e+00	5.779196e-03
6.600000000000009e+00	5.873630e-03
6.700000000000003e+00	5.968078e-03
6.799999999999997e+00	6.062537e-03
6.900000000000006e+00	6.157008e-03
7.000000000000000e+00	6.251492e-03
7.100000000000009e+00	6.345986e-03
